FID,SOLMUTUNNU,LYHYTTUNNU,SOLMUTYYPP,X,Y,PROJ_X,PROJ_Y,NIMI1,NAMN1,NIMI2,NAMN2,REI_VOIM,AIK_VOIM,VERKKO,PYSAKKITYY
195,1030901,XH2004,P,2553223,6673301,2553222,6673310,Kauppatori itään,Salutorget österut,Kauppatori,Salutorget,0,0,0,99
196,1030902,XH2014,P,2552802,6673132,2552794,6673131,Savoy Teatteri,Savoy Teatteri,Kasarmikatu 46-48,Kaserngatan 46-48,0,0,0,99
197,1030903,XH2012,P,2552713,6673104,2552714,6673091,Korkeavuorenkatu 30,Högbergsgatan 30,Korkeavuorenkatu,Högbergsgatan,0,0,0,99
198,1030904,XH2016,P,2552725,6673212,2552725,6673210,LVM,Kommunik.ministeriet,Eteläesplanadi 16,Södra Esplanaden 16,0,0,0,99
199,1030905,XH2115,P,2552847,6672973,2552847,6672973,Kasarmitori,Kaserntorget,Kasarmikatu 19,Kaserngatan 19,0,0,0,99
200,1030906,XH2126,P,2552962,6672814,2552962,6672819,Svenska normallyceum,Svenska normallyceum,Bernhardinkatu 6,Bernhardsgatan 6,0,0,0,99
201,1040100, ,P,2552545,6673086,2552569,6673087,Ludviginkatu,Ludvigsgatan,Erottajankatu,Skillnadsgatan,0,0,1,99
202,1040101,H0803,P,2552291,6672949,2552290,6672950,Fredrikinkatu,Fredriksgatan,Bulevardi 18-20,Bulevarden 18-20,1,0,1,01
203,1040102,H1005,P,2552176,6672883,2552177,6672882,Fredrikinkatu,Fredriksgatan,Bulevardi 13,Bulevarden 13,1,1,1,04
204,1040103,H1004,P,2552451,6673049,2552442,6673062,Vanha kirkkopuisto,Gamla kyrkoparken,Bulevardi 10,Bulevarden 10,1,0,1,99
205,1040104,H1003,P,2552428,6673075,2552438,6673059,Vanha kirkkopuisto,Gamla kyrkoparken,Bulevardi,Bulevarden,1,0,1,04
206,1040105, ,P,2551639,6673149,2551649,6673148,Lapinrinne,Lappbrinken,Lapinrinne 2,Lappbrinken 2,0,0,0,99
207,1040106,H1235,P,2551796,6673369,2551796,6673369,Kamppi (M),Kampen (M),Salomonkatu,Salomonsgatan,0,0,1,99
208,1040107,H0234,P,2551842,6673361,2551852,6673368,Kamppi (M),Kampen (M),Fredrikinkatu,Fredriksgatan,0,0,1,99
209,1040108, ,P,2551904,6673250,2551903,6673230,Kampintori,Kamptorget,Kampintori,Kamptorget,0,0,1,99
210,1040109,H0812,P,2551553,6672736,2551556,6672731,Kalevankatu,Kalevagatan,Kalevankatu,Kalevagatan,0,0,1,99
211,1040110,H0810,P,2551700,6672775,2551700,6672775,Hietalahdenkatu,Sandviksgatan,Hietalahdenkatu,Sandviksgatan,0,0,1,99
212,1040111,H0808,P,2551795,6672640,2551795,6672640,Hietalahdentori,Sandvikstorget,Hietalahdenkatu,Sandviksgatan,0,0,1,99
213,1040112, ,P,2551857,6673336,2551868,6673345,Kamppi (M),Kampen (M),Fredrikinkatu,Fredriksgatan,0,0,1,04
214,1040113,H0801,P,2552499,6673103,2552499,6673103,Erottaja,Skillnaden,Bulevardi 6,Bulevarden 6,1,0,1,99
215,1040114,H0802,P,2552498,6673123,2552507,6673111,Erottaja,Skillnaden,Bulevardi 3,Bulevarden 3,1,0,1,99
216,1040115,H1220,P,2551723,6673374,2551723,6673374,Kamppi (M),Kampen (M),Runeberginkatu 4,Runebergsgatan 4,0,0,1,01
217,1040116,H0232,P,2552124,6673387,2552120,6673393,Simonkatu,Simonsgatan,Simonkatu 12,Simonsgatan 12,1,1,1,01
218,1040117,H0231,P,2552095,6673387,2552101,6673379,Simonkatu,Simonsgatan,Simonkatu 9,Simonsgatan 9,1,1,1,04
219,1040118, ,P,2552020,6673534,2552023,6673531,Linja-autoasema,Busstationen,Salomonkatu,Salomonsgatan,0,0,0,99
220,1040119,H1262,P,2551688,6673149,2551692,6673165,Lapinrinne,Lappbrinken,Lapinlahdenkatu,Lappviksgatan,0,0,1,99
221,1040120,H1261,P,2551622,6673189,2551621,6673182,Lapinrinne,Lappbrinken,Lapinlahdenkatu 19,Lappviksgatan 19,0,0,1,99
222,1040121,H1238,P,2551909,6673216,2551906,6673230,Kampintori,Kamptorget,Kampintori,Kamptorget,0,0,1,99
223,1040122, ,P,2551868,6673290,2551884,6673286,Kampintori,Kamptorget,Malminrinne 6,Malmbrinken 6,0,0,1,99
224,1040123,H1211,P,2552159,6672959,2552155,6672956,Bulevardi,Bulevarden,Fredrikinkatu 39,Fredriksgatan 39,1,1,1,04
225,1040124,H1210,P,2552039,6672808,2552047,6672815,Bulevardi,Bulevarden,Albertinkatu,Albertsgatan,1,1,1,04
226,1040125,H1213,P,2551975,6673213,2551972,6673210,Kampintori,Kamptorget,Fredrikinkatu 55,Fredriksgatan 55,1,1,1,04
227,1040126,H1212,P,2551877,6673019,2551892,6673029,Lapinlahden puist.,Lappviksskvären,Albertinkatu 42,Albertsgatan 42,1,1,1,04
228,1040127,H1217,P,2551899,6673346,2551912,6673327,Kampintori,Kamptorget,Urho Kekkosen Katu,Urho Kekkonens gata,1,1,1,04
229,1040128,H0201,P,2551850,6673659,2551850,6673646,Luonnontiet.museo,Naturhist. museet,Arkadiankatu 7,Arkadiagatan 7,0,0,1,01
230,1040129,H1272,P,2551990,6673628,2551989,6673647,Arkadian puisto,Arkadiaskvären,Arkadiankatu 4-6,Arkadiagatan 4-6,1,1,1,04
231,1040130,H1224,P,2551809,6673523,2551799,6673537,Fredrikinkatu,Fredriksgatan,Etel. Rautatiekatu,Södra Järnvägsgatan,1,1,1,04
232,1040131, ,P,2551850,6672740,2551844,6672735,Hietalahdentori,Sandvikstorget,Abrahaminkatu 1-5,Abrahamsgatan 1-5,0,0,1,99
233,1040132, ,P,2551832,6673256,2551834,6673257,Kampintori,Kamptorget,Runeberginkatu,Runebergsgatan,0,0,1,99
234,1040133,H1009,P,2551627,6673027,2551639,6673009,Ruoholahdenkatu,Gräsviksgatan,Ruoholahdenkatu,Gräsviksgatan,1,1,1,01
235,1040134, ,P,2551630,6673079,2551632,6673080,Lapinrinne,Lappbrinken,Lapinrinne,Lappbrinken,0,0,0,99
236,1040135,H0233,P,2551845,6673394,2551838,6673389,Kamppi (M),Kampen (M),Fredrikinkatu,Fredriksgatan,1,1,1,99
237,1040136,H0805,P,2552096,6672808,2552094,6672812,Aleksant. teatteri,Alexandersteatern,Bulevardi 30,Bulevarden 30,1,1,1,01
238,1040137, ,P,2551815,6673369,2551809,6673379,Kamppi (M),Kampen (M),Salomonkatu,Salomonsgatan,0,0,1,99
239,1040138,H0804,P,2552230,6672926,2552238,6672915,Fredrikinkatu,Fredriksgatan,Bulevardi 9,Bulevarden 9,1,0,1,99
240,1040139,H1239,P,2551810,6673373,2551810,6673373,Kamppi (M),Kampen (M),Salomonkatu,Salomonsgatan,0,0,1,99
241,1040140, ,P,2551690,6673400,2551697,6673407,Kamppi,Kampen,Runeberginkatu 4,Runebergsgatan 4,0,0,1,99
242,1040141,H1238,P,2551820,6673369,2551811,6673381,Kamppi (M),Kampen (M),Salomonkatu,Salomonsgatan,0,0,1,04
243,1040142,H1157,P,2551477,6672639,2551472,6672644,Ruoholahdenranta,Gräsvikskajen,Ruoholahdenranta,Gräsvikskajen,0,0,1,04
244,1040143,H1223,P,2551813,6673442,2551805,6673437,Kamppi,Kampen,Fredrikinkatu 65,Fredriksgatan 65,1,1,1,99
245,1040144,H1237,P,2551803,6673450,2551798,6673446,Kamppi (M),Kampen (M),Fredrikinkatu 65,Fredriksgatan 65,1,1,1,01
246,1040145, ,P,2551970,6673385,2551976,6673377,Kamppi,Kampen,Urho Kekkosen katu,Urho Kekkonens gata,0,0,1,99
247,1040146,H1240,P,2551780,6673480,2551777,6673477,Kamppi,Kampen,Fredrikinkatu 65,Fredriksgatan 65,1,1,1,04
248,1040147,H1217,P,2551842,6673186,2551856,6673182,Kampintori,Kamptorget,Malminrinne 2,Malmbrinken 2,1,1,1,99
249,1040148,H1222,P,2551811,6673422,2551820,6673414,Kamppi (M),Kampen (M),Fredrikinkatu,Fredriksgatan,1,1,1,04
250,1040150,H1223,P,2551874,6673351,2551867,6673346,Kamppi (M),Kampen (M),Fredrikinkatu,Fredriksgatan,1,1,1,99
251,1040151,H1010,P,2551580,6672916,2551591,6672922,Ruoholahdenkatu,Gräsviksgatan,Hietalahdenkatu 16,Sandviksgatan 16,0,0,1,99
252,1040152, ,P,2551730,6673362,2551736,6673368,Kamppi (M),Kampen (M),Runeberginkatu 4,Runebergsgatan 4,0,0,0,99
253,1040153,H1169,P,2551765,6672626,2551764,6672613,Hietalahdentori,Sandvikstorget,Hietalahdenranta,Sandvikskajen,1,1,1,01
254,1040154, ,P,2552145,6673030,2552150,6673022,Fredrikinkatu,Fredriksgatan,Lönnrotinkatu 15,Lönnrotsgatan 15,0,0,1,99
255,1040155,H1167,P,2551466,6672612,2551458,6672606,Hietalahti,Sandviken,Hietalahdenranta,Sandvikskajen,1,1,1,04
256,1040156, ,P,2552410,6673220,2552414,6673213,Vanhakirkko,Gamla kyrkan,Lönnrotinkatu 3,Lönnrotsgatan 3,0,0,1,99
257,1040157,H1168,P,2551514,6672519,2551523,6672533,Hietalahti,Sandviken,Hietalahdenranta,Sandvikskajen,1,1,1,04
258,1040158,H1237,P,2551705,6673410,2551700,6673405,Kamppi (M),Kampen (M),Runeberginkatu 5,Runegergsgatan 5,0,0,1,99
259,1040160,H1240,P,2551785,6673320,2551784,6673319,Kamppi (M),Kampen (M),Runeberginkatu,Runebergsgatan,0,0,1,99
260,1040162,H1218,P,2551637,6672989,2551631,6672997,Ruoholahdenkatu,Gräsviksgatan,Ruoholahdenkatu,Gräsviksgatan,0,0,1,04
261,1040196,H1216,P,2551942,6673333,2551935,6673343,Kampintori,Kamptorget,Urho Kekkosen katu,Urho Kekkonens gata,1,1,1,04
262,1040198,H1239,P,2551890,6673263,2551878,6673265,Kampintori,Kamptorget,Malminrinne,Malmbrinken,0,0,1,99
263,1040199,H1240,P,2551869,6673285,2551881,6673282,Kampintori,Kamptorget,Malminrinne,Malmbrinken,1,1,1,99
264,1040200,H1240,P,2551865,6673286,2551881,6673282,Kampintori,Kamptorget,Malminrinne,Malmbrinken,0,0,1,99
265,1040202, ,P,2552070,6673500,2552070,6673500,Linja-autoasema,Busstationen, , ,0,0,0,99
266,1040203, ,P,2552146,6673529,2552145,6673560,Linja-autoasema,Busstationen,Linja-autoasema,Busstationen,0,0,1,99
267,1040212, ,P,2551865,6673329,2551865,6673329,Kamppi (M),Kampen (M),Fredrikinkatu,Fredriksgatan,0,0,1,99
268,1040215,H1220,P,2551714,6673366,2551725,6673376,Kamppi (M),Kampen (M),Runeberginkatu 4,Runebergsgatan 4,0,0,1,04
269,1040231,H1232,P,2551621,6673093,2551635,6673089,Lapinrinne,Lappbrinken,Lapinrinne 2,Lappbrinken 2,1,1,1,04
270,1040233,H1234,P,2551607,6673063,2551627,6673058,Lapinrinne,Lappbrinken,Lapinrinne,Lappbrinken,1,1,1,04
271,1040234,H1233,P,2551645,6673097,2551637,6673099,Lapinrinne,Lappbrinken,Lapinrinne,Lappbrinken,1,1,1,04
272,1040240, ,P,2551690,6673400,2551697,6673407,"Kamppi, tulo","Kampen, ankomst",Runeberginkatu 4,Runebergsgatan 4,0,0,1,99
273,1040241, ,P,2551932,6673262,2551933,6673263,"Kamppi, tulo","Kampen, ankomst",Fredrikinkatu 59,Fredriksgatan 59,0,0,1,99
274,1040242, ,P,2552055,6673309,2552053,6673312,"Kamppi, tulo","Kampen, ankomst",Kansakoulukatu,Folkskolegatan,0,0,1,99
275,1040243,H1237,P,2551808,6673445,2551802,6673441,Kamppi,Kampen,Fredrikinkatu 65,Fredriksgatan 65,0,0,1,99
276,1040244, ,P,2551791,6673336,2551777,6673321,"Kamppi, tulo","Kampen, ankomst",Runeberginkatu,Runebergsgatan,0,0,1,99
277,1040249,H1237,P,2551752,6673381,2551738,6673367,Kamppi,Kampen,Runeberginkatu 3,Runegergsgatan 3,0,0,1,99
278,1040250, ,P,2551862,6673278,2551879,6673262,"Kamppi, laituri 50","Kampen, plattform 50",Malminrinne 6,Malmbrinken 6,0,0,1,99
279,1040251, ,P,2551864,6673292,2551884,6673286,"Kamppi, laituri 51","Kampen, plattform 51",Malminrinne 6,Malmbrinken 6,0,0,1,99
280,1040252, ,P,2551920,6673283,2551919,6673282,"Kamppi, laituri 52","Kampen, plattform 52",Fredrikinkatu 63,Fredriksgatan 63,0,0,1,99
281,1040253, ,P,2551921,6673365,2551930,6673346,"Kamppi, laituri 53","Kampen, plattform 53",Urho Kekkosen katu,Urho Kekkonens gata,0,0,1,99
282,1040254, ,P,2551948,6673384,2551962,6673367,"Kamppi, laituri 54","Kampen, plattform 54",Urho Kekkosen katu,Urho Kekkonens gata,0,0,1,99
283,1040255, ,P,2551974,6673404,2551992,6673388,"Kamppi, laituri 55","Kampen, plattform 55",Urho Kekkosen katu,Urho Kekkonens gata,0,0,1,99
284,1040256, ,P,2551747,6673376,2551737,6673367,"Kamppi, laituri 56","Kampen, plattform 56",Runeberginkatu 3,Runegergsgatan 3,0,0,1,99
285,1040257, ,P,2551764,6673299,2551774,6673329,"Kamppi, laituri 57","Kampen, plattform 57",Runeberginkatu,Runebergsgatan,0,0,1,99
286,1040258, ,P,2551772,6673290,2551794,6673309,"Kamppi, laituri 58","Kampen, plattform 58",Runeberginkatu,Runebergsgatan,0,0,1,99
287,1040259, ,P,2551781,6673281,2551807,6673297,"Kamppi, laituri 59","Kampen, plattform 59",Runeberginkatu,Runebergsgatan,0,0,1,99
288,1040260, ,P,2551789,6673273,2551824,6673279,"Kamppi, laituri 60","Kampen, plattform 60",Runeberginkatu,Runebergsgatan,0,0,1,99
289,1040261,H1009,P,2551528,6672964,2551530,6672952,Ruoholahdenkatu,Gräsviksgatan,Ruoholahdenkatu,Gräsviksgatan,0,0,1,99
290,1040262,H1218,P,2551638,6672990,2551633,6672998,Ruoholahdenkatu,Gräsviksgatan,Ruoholahdenkatu,Gräsviksgatan,0,0,1,99
291,1040267, ,P,2551764,6673299,2551784,6673319,Kamppi,Kampen,Runeberginkatu,Runebergsgatan,0,0,1,99
292,1040268,H1236,P,2551786,6673294,2551797,6673306,Kamppi,Kampen,Runeberginkatu,Runebergsgatan,0,0,1,99
293,1040269, ,P,2551781,6673281,2551802,6673302,Kamppi,Kampen,Runeberginkatu,Runebergsgatan,0,0,1,99
294,1040271,H1241,P,2551919,6673420,2551919,6673420,Kamppi,Kampen,Kamppi,Kampen,1,1,1,03
295,1040272,H1242,P,2551914,6673417,2551914,6673417,Kamppi,Kampen,Kamppi,Kampen,1,1,1,03
296,1040273,H1243,P,2551910,6673414,2551910,6673414,Kamppi,Kampen,Kamppi,Kampen,1,1,1,03
297,1040274,H1244,P,2551905,6673411,2551905,6673411,Kamppi,Kampen,Kamppi,Kampen,1,1,1,03
298,1040275,H1245,P,2551901,6673409,2551901,6673409,Kamppi,Kampen,Kamppi,Kampen,1,1,1,03
299,1040276,H1246,P,2551897,6673407,2551897,6673407,Kamppi,Kampen,Kamppi,Kampen,1,1,1,03
300,1040277,H1247,P,2551892,6673404,2551892,6673404,Kamppi,Kampen,Kamppi,Kampen,1,1,1,03
301,1040278,H1248,P,2551887,6673401,2551887,6673401,Kamppi,Kampen,Kamppi,Kampen,1,1,1,03
302,1040279,H1249,P,2551882,6673398,2551882,6673398,Kamppi,Kampen,Kamppi,Kampen,1,1,1,03
303,1040280,H1250,P,2551877,6673395,2551877,6673395,Kamppi,Kampen,Kamppi,Kampen,1,1,1,03
304,1040281,H1251,P,2551872,6673392,2551872,6673392,Kamppi,Kampen,Kamppi,Kampen,1,1,1,03
305,1040282,H1252,P,2551867,6673389,2551867,6673389,Kamppi,Kampen,Kamppi,Kampen,1,1,1,03
306,1040283,H1253,P,2551862,6673386,2551862,6673386,Kamppi,Kampen,Kamppi,Kampen,0,0,1,03
307,1040284,H1254,P,2551858,6673384,2551858,6673384,Kamppi,Kampen,Kamppi,Kampen,1,1,1,03
308,1040285,H1255,P,2551854,6673382,2551854,6673382,Kamppi,Kampen,Kamppi,Kampen,0,0,1,03
309,1040286,H1256,P,2551849,6673379,2551849,6673379,"Kamppi, laituri 56","Kampen, pf. 56",Kamppi,Kampen,0,0,1,99
310,1040287,H1257,P,2551845,6673377,2551845,6673377,"Kamppi, laituri 57","Kampen, pf. 57",Kamppi,Kampen,0,0,1,99
311,1040288, ,P,2551830,6673375,2551821,6673388,"Kamppi, tulolait. 58","Kampen, ankomstpf 58",Kamppi,Kampen,0,0,1,99
312,1040289,H1260,P,2551815,6673380,2551813,6673383,"Kamppi, tulo","Kampen, ankomstpf.",Kamppi,Kampen,1,1,1,03
313,1040290,H1214,P,2552012,6673487,2552012,6673487,Hki linja-autoasema,Hfors busstation,Kamppi,Kampen,1,1,1,99
314,1040291,H1215,P,2551992,6673473,2551992,6673473,Hki linja-autoasema,Hfors busstation,Kamppi,Kampen,1,1,1,04
315,1040299, ,P,2551610,6673063,2551627,6673059,Ruoholahdenkatu,Gräsviksgatan,Lapinrinne,Lappbrinken,0,0,0,99
316,1040400,H0224,P,2552061,6673648,2552060,6673648,Kiasma,Kiasma,Arkadiankatu,Arkadiagatan,1,1,3,04
317,1040401,H0803,P,2552291,6672949,2552290,6672950,Fredrikinkatu,Fredriksgatan,Bulevardi 18-20,Bulevarden 18-20,1,1,3,01
318,1040404,H0820,P,2551443,6672719,2551427,6672708,Länsilinkki,Västra länken,Ruoholahdenranta,Gräsvikskajen,1,1,1,01
319,1040405,H0821,P,2551425,6672690,2551435,6672698,Länsilinkki,Västra länken,Ruoholahdenranta,Gräsvikskajen,1,1,1,01
320,1040406,H0822,P,2551649,6672997,2551640,6673009,Ruoholahden villat,Gräsviksvillorna,Ruoholahdenkatu,Gräsviksgatan,1,1,1,01
321,1040407,H0823,P,2551619,6673016,2551629,6673003,Ruoholahden villat,Gräsviksvillorna,Ruoholahdenkatu,Gräsviksgatan,1,1,1,01
322,1040408,H0824,P,2551894,6673287,2551882,6673290,Kampintori,Kamptorget,Malminrinne,Malmbrinken,1,1,1,01
323,1040409,H0825,P,2551860,6673273,2551878,6673270,Kampintori,Kamptorget,Malminrinne,Malmbrinken,1,1,1,01
324,1040410,H0232,P,2552127,6673382,2552120,6673392,Simonkatu,Simonsgatan,Simonkatu,Simonsgatan,1,1,1,01
325,1040411,H0231,P,2552091,6673391,2552100,6673378,Simonkatu,Simonsgatan,Simonkatu,Simonsgatan,1,1,1,04
326,1040412,H0234,P,2551843,6673364,2551852,6673369,Kamppi (M),Kampen (M),Fredrikinkatu,Fredriksgatan,0,0,3,01
327,1040413,H0233,P,2551846,6673393,2551838,6673389,Kamppi (M),Kampen (M),Fredrikinkatu,Fredriksgatan,0,0,3,01
328,1040419,H0825,P,2551860,6673273,2551860,6673273,Kampintori,Kamptorget,Malminrinne,Malmbrinken,0,0,1,99
329,1040437,H0801,P,2552491,6673082,2552483,6673091,Erottaja,Skillnaden,Bulevardi 6,Bulevarden 6,1,1,3,01
330,1040438,H0804,P,2552242,6672926,2552246,6672920,Fredrikinkatu,Fredriksgatan,Bulevardi 9,Bulevarden 9,1,1,1,01
331,1040440,H0805,P,2552096,6672808,2552093,6672811,Aleksant. teatteri,Alexandersteatern,Bulevardi 30,Bulevarden 30,1,1,3,01
332,1040441,H0808,P,2551920,6672689,2551919,6672689,Hietalahdentori,Sandvikstorget,Bulevardi,Bulevarden,1,1,3,04
333,1040442,H0810,P,2551689,6672788,2551686,6672785,Hietalahdenkatu,Sandviksgatan,Hietalahdenkatu,Sandviksgatan,0,0,3,04
334,1040443,H0812,P,2551529,6672714,2551533,6672707,Kalevankatu,Kalevagatan,Kalevankatu,Kalevagatan,0,0,3,04
335,1040444,H0809,P,2551711,6672583,2551709,6672585,Köydenpunojankatu,Repslagaregatan,Hietalahdenranta 15,Sandvikskajen 15,0,0,3,01
336,1040445,H0802,P,2552489,6673114,2552498,6673102,Erottaja,Skillnaden,Bulevardi 3,Bulevarden 3,1,1,1,01
337,1040446,H0811,P,2551528,6672559,2551532,6672562,Hietalahti,Sandviken,Ruoholahdenranta,Gräsvikskajen,0,0,3,01
338,1040447, ,P,2552500,6673005,2552505,6673009,Yrjönkatu,Georgsgatan,Yrjönkatu 16,Georgsgatan 16,1,0,1,99
339,1040480,H0217,P,2551325,6673334,2551315,6673334,Maria,Maria,Mechelininkatu,Mechelingatan,1,1,3,01
340,1040481,H0218,P,2551302,6673208,2551322,6673209,Maria,Maria,Mechelininkatu,Mechelingatan,1,1,3,01
341,1040601,H0017,P,2551872,6673387,2551885,6673370,Kamppi,Kampen,Kampinkuja 1,Kampgränden 1,1,1,2,03
342,1040602,H0016,P,2551872,6673388,2551864,6673395,Kamppi,Kampen,Kampinkuja 1,Kampgränden 1,1,1,2,03
343,1040900,XH1011,P,2552262,6673223,2552258,6673229,Hotelli Torni,Hotell Torni,Kalevankatu,Kalevagatan,0,0,0,99
344,1040901,XH1022,P,2551379,6673163,2551323,6673173,Marian Sairaala,Maria sjukhus,Lapinlahdenkatu 16,Lappviksgatan 16,0,0,0,99
345,1040902,XH1007,P,2551757,6672885,2551755,6672884,Abrahaminkatu 11,Abrahamsgatan 11,Abrahaminkatu 11,Abrahamsgatan 11,0,0,0,99
346,1040903,XH1009,P,2551428,6672922,2551428,6672922,Etelä-Baana,Södra Baana,Köydenpunojankatu 17,Repslagaregatan 17,0,0,0,99
347,1040905,XH1107,P,2551571,6672602,2551566,6672610,K-keskus Lönnrotink.,Å-central Lönnrotsg.,Lönnrotinkatu 45,Lönnrotsgatan 45,0,0,0,99
348,1050007,H0806,P,2551988,6672745,2551988,6672745,Aleksant. teatteri,Alexandersteatern,Bulevardi 25,Bulevarden 25,0,0,1,99
349,1050101,H1183,P,2552113,6672208,2552101,6672204,Perämiehenkatu,Styrmansgatan,Perämiehenkatu 5,Styrmansgatan 5,0,0,1,99
350,1050102,H1184,P,2552068,6672275,2552077,6672278,Perämiehenkatu,Styrmansgatan,Perämiehenkatu 10-12,Styrmansgatan 10-12,0,0,1,99
351,1050103,H1181,P,2552120,6672432,2552115,6672444,Punavuorenkatu,Rödbergsgatan,Punavuorenkatu 18,Rödbergsgatan 18,0,0,1,99
352,1050104,H1182,P,2552150,6672473,2552156,6672466,Punavuorenkatu,Rödbergsgatan,Punavuorenkatu 13,Rödbergsgatan 13,0,0,1,99
353,1050105,H1173,P,2552308,6672565,2552304,6672570,Fredrikintori,Fredrikstorget,Punavuorenkatu 6,Rödbergsgatan 6,1,1,1,04
354,1050106,H0813,P,2552329,6672736,2552318,6672728,Iso Roobertinkatu,Stora Robertsgatan,Fredrikinkatu 29,Fredriksgatan 29,1,1,1,01
355,1050107,H1170,P,2552135,6672685,2552142,6672681,Iso Roobertinkatu,Stora Robertsgatan,Albertinkatu 26-28,Albertsgatan 26-28,1,1,1,04
356,1050108,H0815,P,2552452,6672556,2552445,6672550,Viiskulma,Femkanten,Fredrikinkatu 19,Fredriksgatan 19,1,1,1,01
357,1050109,H1174,P,2552456,6672475,2552450,6672485,Viiskulma,Femkanten,Pursimiehenkatu,Båtsmansgatan,1,1,1,04
358,1050110,H1172,P,2552257,6672511,2552262,6672514,Merimiehenkatu,Sjömansgatan,Albertinkatu 10,Albertsgatan 10,1,1,1,04
359,1050111,H1004,P,2552426,6672898,2552416,6672913,Annankatu,Annegatan,Uudenmaankatu 14,Nylandsgatan 14,0,0,1,04
360,1050112,H0449,P,2552368,6672192,2552369,6672184,Eiran sairaala,Eira sjukhus,Tehtaankatu,Fabriksgatan,0,0,1,04
361,1050113,H0444,P,2552140,6672170,2552141,6672163,Perämiehenkatu,Styrmansgatan,Tehtaankatu,Fabriksgatan,0,0,1,04
362,1050114,H1010,P,2551776,6672550,2551795,6672548,Hietalahdentori,Sandvikstorget,Hietalahdenranta,Sandvikskajen,0,0,1,04
363,1050115,H0445,P,2552156,6672154,2552156,6672164,Perämiehenkatu,Styrmansgatan,Tehtaankatu 34,Fabriksgatan 34,0,0,1,01
364,1050116,H1006,P,2552160,6672701,2552146,6672719,Albertinkatu,Albertsgatan,Uudenmaankatu,Nylandsgatan,0,0,1,04
365,1050117,H1179,P,2552422,6672190,2552448,6672223,Tehtaanpuisto,Fabriksparken,Tehtaankatu,Fabriksgatan,0,0,1,04
366,1050120,H1198,P,2552535,6672932,2552550,6672943,Kolmikulma,Trekanten,Yrjönkatu 12,Georgsgatan 12,0,0,1,04
367,1050132,H0807,P,2551891,6672639,2551878,6672657,Hietalahdentori,Sandvikstorget,Bulevardi 42,Bulevarden 42,1,1,1,04
368,1050141,H0814,P,2552302,6672716,2552318,6672727,Iso Roobertinkatu,Stora Robertsgatan,Fredrikinkatu 20,Fredriksgatan 20,1,0,1,99
369,1050142,H0816,P,2552443,6672522,2552458,6672532,Viiskulma,Femkanten,Fredrikinkatu 12,Fredriksgatan 12,1,0,1,99
370,1050401,H0449,P,2552368,6672189,2552369,6672184,Eiran sairaala,Eira sjukhus,Tehtaankatu,Fabriksgatan,1,1,3,04
371,1050402,H0447,P,2552418,6672183,2552417,6672189,Tehtaanpuisto,Fabriksparken,Tehtaankatu,Fabriksgatan,0,0,3,99
372,1050408,H0815,P,2552453,6672555,2552445,6672551,Viiskulma,Femkanten,Fredrikinkatu 19,Fredriksgatan 19,1,1,3,01
373,1050412,H0816,P,2552467,6672507,2552474,6672511,Viiskulma,Femkanten,Fredrikinkatu 12,Fredriksgatan 12,1,1,3,04
374,1050413,H0813,P,2552331,6672738,2552318,6672728,Iso Roobertinkatu,Stora Robertsgatan,Fredrikinkatu 21,Fredriksgatan 21,1,1,3,01
375,1050414,H0814,P,2552316,6672719,2552322,6672722,Iso Roobertinkatu,Stora Robertsgatan,Fredrikinkatu 20,Fredriksgatan 20,1,1,3,04
376,1050415,H0444,P,2552141,6672170,2552141,6672161,Perämiehenkatu,Styrmansgatan,Tehtaankatu,Fabriksgatan,1,1,3,04
377,1050416,H0445,P,2552156,6672154,2552156,6672164,Perämiehenkatu,Styrmansgatan,Tehtaankatu 34,Fabriksgatan 34,1,1,3,01
378,1050417,H0446,P,2552049,6672244,2552054,6672230,Telakkakatu,Docksgatan,Pursimiehenkatu 29,Båtmansgatan 29,1,1,3,04
379,1050432,H0807,P,2551885,6672645,2551877,6672656,Hietalahdentori,Sandvikstorget,Bulevardi 42,Bulevarden 42,1,1,3,01
380,1050439,H0806,P,2552012,6672767,2552019,6672757,Aleksant. teatteri,Alexandersteatern,Bulevardi 25,Bulevarden 25,0,0,3,04
381,1050901,XH1019,P,2552056,6672361,2552050,6672359,Teatteri Universum,Teater Universum,Perämiehenkatu 13,Styrmansgatan 13,0,0,0,99
382,1060101,H1177,P,2552520,6671924,2552517,6671922,Eira,Eira,Laivurinkatu,Skepparegatan,1,1,1,01
383,1060102,H1175,P,2552463,6672154,2552458,6672152,Eiran sairaala,Eira sjukhus,Laivurinkatu,Skepparegatan,0,0,1,01
384,1060103,H1176,P,2552450,6672175,2552452,6672175,Eiran sairaala,Eira sjukhus,Laivurinkatu,Skepparegatan,1,1,1,04
385,1060104,H0442,P,2552463,6672263,2552460,6672265,Eiran sairaala,Eira sjukhus,Laivurinkatu,Skepparegatan,1,1,1,01
386,1060129,H1178,P,2552502,6671896,2552518,6671900,Eira,Eira,Laivurinkatu,Skeppargatan,1,1,1,04
387,1060404,H0442,P,2552463,6672263,2552460,6672265,Eiran sairaala,Eira sjukhus,Laivurinkatu,Skepparegatan,1,1,3,01
388,1060900,XH1014,P,2552552,6671770,2552552,6671770,Cafe Carusel,Cafe Carusel,Merisatamanranta 10,Havsstranden 10,0,0,0,99
